"Tr A(WL),""Tr A(LEVEL)[LOG]"",""Tr B(WL)"",""Tr B(LEVEL)[LOG]"",""Tr C(WL)"",""Tr C(LEVEL)[LOG]"",""Tr D(WL)"",""Tr D(LEVEL)[LOG]"",""Tr E(WL)"",""Tr E(LEVEL)[LOG]"",""Tr F(WL)"",""Tr F(LEVEL)[LOG]"",""Tr G(WL)"",""Tr G(LEVEL)[LOG]"""
1181.8000, -62.117, 1181.8000, -64.601,  , ,  , ,  , ,  , ,  , 
1182.0000, -62.117, 1182.0000, -64.598,  , ,  , ,  , ,  , ,  , 
1182.2000, -62.118, 1182.2000, -64.597,  , ,  , ,  , ,  , ,  , 
1182.4000, -62.119, 1182.4000, -64.594,  , ,  , ,  , ,  , ,  , 
1182.6000, -62.119, 1182.6000, -64.590,  , ,  , ,  , ,  , ,  , 
1182.8000, -62.120, 1182.8000, -64.588,  , ,  , ,  , ,  , ,  , 
1183.0000, -62.122, 1183.0000, -64.585,  , ,  , ,  , ,  , ,  , 
1183.2000, -62.123, 1183.2000, -64.582,  , ,  , ,  , ,  , ,  , 
1183.4000, -62.125, 1183.4000, -64.579,  , ,  , ,  , ,  , ,  , 
1183.6000, -62.125, 1183.6000, -64.577,  , ,  , ,  , ,  , ,  , 
1183.8000, -62.126, 1183.8000, -64.575,  , ,  , ,  , ,  , ,  , 
1184.0000, -62.127, 1184.0000, -64.574,  , ,  , ,  , ,  , ,  , 
1184.2000, -62.128, 1184.2000, -64.572,  , ,  , ,  , ,  , ,  , 
1184.4000, -62.128, 1184.4000, -64.570,  , ,  , ,  , ,  , ,  , 
1184.6000, -62.129, 1184.6000, -64.570,  , ,  , ,  , ,  , ,  , 
1184.8000, -62.129, 1184.8000, -64.570,  , ,  , ,  , ,  , ,  , 
1185.0000, -62.129, 1185.0000, -64.570,  , ,  , ,  , ,  , ,  , 
1185.2000, -62.128, 1185.2000, -64.570,  , ,  , ,  , ,  , ,  , 
1185.4000, -62.128, 1185.4000, -64.570,  , ,  , ,  , ,  , ,  , 
1185.6000, -62.128, 1185.6000, -64.569,  , ,  , ,  , ,  , ,  , 
1185.8000, -62.128, 1185.8000, -64.569,  , ,  , ,  , ,  , ,  , 
1186.0000, -62.127, 1186.0000, -64.569,  , ,  , ,  , ,  , ,  , 
1186.2000, -62.126, 1186.2000, -64.567,  , ,  , ,  , ,  , ,  , 
1186.4000, -62.124, 1186.4000, -64.565,  , ,  , ,  , ,  , ,  , 
1186.6000, -62.122, 1186.6000, -64.562,  , ,  , ,  , ,  , ,  , 
1186.8000, -62.120, 1186.8000, -64.560,  , ,  , ,  , ,  , ,  , 
1187.0000, -62.119, 1187.0000, -64.558,  , ,  , ,  , ,  , ,  , 
1187.2000, -62.119, 1187.2000, -64.556,  , ,  , ,  , ,  , ,  , 
1187.4000, -62.118, 1187.4000, -64.553,  , ,  , ,  , ,  , ,  , 
1187.6000, -62.117, 1187.6000, -64.550,  , ,  , ,  , ,  , ,  , 
1187.8000, -62.116, 1187.8000, -64.546,  , ,  , ,  , ,  , ,  , 
1188.0000, -62.114, 1188.0000, -64.543,  , ,  , ,  , ,  , ,  , 
1188.2000, -62.114, 1188.2000, -64.539,  , ,  , ,  , ,  , ,  , 
1188.4000, -62.115, 1188.4000, -64.536,  , ,  , ,  , ,  , ,  , 
1188.6000, -62.115, 1188.6000, -64.534,  , ,  , ,  , ,  , ,  , 
1188.8000, -62.116, 1188.8000, -64.530,  , ,  , ,  , ,  , ,  , 
1189.0000, -62.115, 1189.0000, -64.527,  , ,  , ,  , ,  , ,  , 
1189.2000, -62.113, 1189.2000, -64.523,  , ,  , ,  , ,  , ,  , 
1189.4000, -62.112, 1189.4000, -64.519,  , ,  , ,  , ,  , ,  , 
1189.6000, -62.112, 1189.6000, -64.516,  , ,  , ,  , ,  , ,  , 
1189.8000, -62.111, 1189.8000, -64.513,  , ,  , ,  , ,  , ,  , 
1190.0000, -62.111, 1190.0000, -64.509,  , ,  , ,  , ,  , ,  , 
1190.2000, -62.110, 1190.2000, -64.506,  , ,  , ,  , ,  , ,  , 
1190.4000, -62.110, 1190.4000, -64.504,  , ,  , ,  , ,  , ,  , 
1190.6000, -62.109, 1190.6000, -64.500,  , ,  , ,  , ,  , ,  , 
1190.8000, -62.109, 1190.8000, -64.497,  , ,  , ,  , ,  , ,  , 
1191.0000, -62.108, 1191.0000, -64.494,  , ,  , ,  , ,  , ,  , 
1191.2000, -62.107, 1191.2000, -64.491,  , ,  , ,  , ,  , ,  , 
1191.4000, -62.106, 1191.4000, -64.488,  , ,  , ,  , ,  , ,  , 
1191.6000, -62.104, 1191.6000, -64.485,  , ,  , ,  , ,  , ,  , 
1191.8000, -62.103, 1191.8000, -64.483,  , ,  , ,  , ,  , ,  , 
1192.0000, -62.102, 1192.0000, -64.481,  , ,  , ,  , ,  , ,  , 
1192.2000, -62.101, 1192.2000, -64.479,  , ,  , ,  , ,  , ,  , 
1192.4000, -62.098, 1192.4000, -64.477,  , ,  , ,  , ,  , ,  , 
1192.6000, -62.096, 1192.6000, -64.474,  , ,  , ,  , ,  , ,  , 
1192.8000, -62.095, 1192.8000, -64.472,  , ,  , ,  , ,  , ,  , 
1193.0000, -62.095, 1193.0000, -64.468,  , ,  , ,  , ,  , ,  , 
1193.2000, -62.095, 1193.2000, -64.465,  , ,  , ,  , ,  , ,  , 
1193.4000, -62.096, 1193.4000, -64.463,  , ,  , ,  , ,  , ,  , 
1193.6000, -62.096, 1193.6000, -64.460,  , ,  , ,  , ,  , ,  , 
1193.8000, -62.096, 1193.8000, -64.457,  , ,  , ,  , ,  , ,  , 
1194.0000, -62.095, 1194.0000, -64.455,  , ,  , ,  , ,  , ,  , 
1194.2000, -62.095, 1194.2000, -64.453,  , ,  , ,  , ,  , ,  , 
1194.4000, -62.097, 1194.4000, -64.451,  , ,  , ,  , ,  , ,  , 
1194.6000, -62.098, 1194.6000, -64.448,  , ,  , ,  , ,  , ,  , 
1194.8000, -62.097, 1194.8000, -64.446,  , ,  , ,  , ,  , ,  , 
1195.0000, -62.095, 1195.0000, -64.443,  , ,  , ,  , ,  , ,  , 
1195.2000, -62.093, 1195.2000, -64.441,  , ,  , ,  , ,  , ,  , 
1195.4000, -62.092, 1195.4000, -64.439,  , ,  , ,  , ,  , ,  , 
1195.6000, -62.091, 1195.6000, -64.436,  , ,  , ,  , ,  , ,  , 
1195.8000, -62.090, 1195.8000, -64.433,  , ,  , ,  , ,  , ,  , 
1196.0000, -62.090, 1196.0000, -64.430,  , ,  , ,  , ,  , ,  , 
1196.2000, -62.090, 1196.2000, -64.427,  , ,  , ,  , ,  , ,  , 
1196.4000, -62.089, 1196.4000, -64.424,  , ,  , ,  , ,  , ,  , 
1196.6000, -62.088, 1196.6000, -64.422,  , ,  , ,  , ,  , ,  , 
1196.8000, -62.088, 1196.8000, -64.420,  , ,  , ,  , ,  , ,  , 
1197.0000, -62.089, 1197.0000, -64.417,  , ,  , ,  , ,  , ,  , 
1197.2000, -62.088, 1197.2000, -64.414,  , ,  , ,  , ,  , ,  , 
1197.4000, -62.088, 1197.4000, -64.411,  , ,  , ,  , ,  , ,  , 
1197.6000, -62.087, 1197.6000, -64.410,  , ,  , ,  , ,  , ,  , 
1197.8000, -62.085, 1197.8000, -64.408,  , ,  , ,  , ,  , ,  , 
1198.0000, -62.083, 1198.0000, -64.407,  , ,  , ,  , ,  , ,  , 
1198.2000, -62.081, 1198.2000, -64.406,  , ,  , ,  , ,  , ,  , 
1198.4000, -62.079, 1198.4000, -64.404,  , ,  , ,  , ,  , ,  , 
1198.6000, -62.078, 1198.6000, -64.401,  , ,  , ,  , ,  , ,  , 
1198.8000, -62.077, 1198.8000, -64.399,  , ,  , ,  , ,  , ,  , 
1199.0000, -62.076, 1199.0000, -64.398,  , ,  , ,  , ,  , ,  , 
1199.2000, -62.076, 1199.2000, -64.398,  , ,  , ,  , ,  , ,  , 
1199.4000, -62.075, 1199.4000, -64.398,  , ,  , ,  , ,  , ,  , 
1199.6000, -62.075, 1199.6000, -64.396,  , ,  , ,  , ,  , ,  , 
1199.8000, -62.074, 1199.8000, -64.393,  , ,  , ,  , ,  , ,  , 
1200.0000, -62.075, 1200.0000, -64.391,  , ,  , ,  , ,  , ,  , 
1200.2000, -62.076, 1200.2000, -64.387,  , ,  , ,  , ,  , ,  , 
1200.4000, -62.077, 1200.4000, -64.383,  , ,  , ,  , ,  , ,  , 
1200.6000, -62.077, 1200.6000, -64.381,  , ,  , ,  , ,  , ,  , 
1200.8000, -62.078, 1200.8000, -64.379,  , ,  , ,  , ,  , ,  , 
1201.0000, -62.078, 1201.0000, -64.377,  , ,  , ,  , ,  , ,  , 
1201.2000, -62.078, 1201.2000, -64.376,  , ,  , ,  , ,  , ,  , 
1201.4000, -62.078, 1201.4000, -64.374,  , ,  , ,  , ,  , ,  , 
1201.6000, -62.079, 1201.6000, -64.372,  , ,  , ,  , ,  , ,  , 
1201.8000, -62.079, 1201.8000, -64.370,  , ,  , ,  , ,  , ,  , 
1202.0000, -62.080, 1202.0000, -64.369,  , ,  , ,  , ,  , ,  , 
1202.2000, -62.080, 1202.2000, -64.368,  , ,  , ,  , ,  , ,  , 
1202.4000, -62.079, 1202.4000, -64.367,  , ,  , ,  , ,  , ,  , 
1202.6000, -62.078, 1202.6000, -64.364,  , ,  , ,  , ,  , ,  , 
1202.8000, -62.076, 1202.8000, -64.362,  , ,  , ,  , ,  , ,  , 
1203.0000, -62.075, 1203.0000, -64.359,  , ,  , ,  , ,  , ,  , 
1203.2000, -62.075, 1203.2000, -64.354,  , ,  , ,  , ,  , ,  , 
1203.4000, -62.073, 1203.4000, -64.350,  , ,  , ,  , ,  , ,  , 
1203.6000, -62.071, 1203.6000, -64.347,  , ,  , ,  , ,  , ,  , 
1203.8000, -62.071, 1203.8000, -64.344,  , ,  , ,  , ,  , ,  , 
1204.0000, -62.070, 1204.0000, -64.341,  , ,  , ,  , ,  , ,  , 
1204.2000, -62.069, 1204.2000, -64.339,  , ,  , ,  , ,  , ,  , 
1204.4000, -62.069, 1204.4000, -64.337,  , ,  , ,  , ,  , ,  , 
1204.6000, -62.068, 1204.6000, -64.336,  , ,  , ,  , ,  , ,  , 
1204.8000, -62.068, 1204.8000, -64.334,  , ,  , ,  , ,  , ,  , 
1205.0000, -62.067, 1205.0000, -64.332,  , ,  , ,  , ,  , ,  , 
1205.2000, -62.065, 1205.2000, -64.329,  , ,  , ,  , ,  , ,  , 
1205.4000, -62.064, 1205.4000, -64.327,  , ,  , ,  , ,  , ,  , 
1205.6000, -62.064, 1205.6000, -64.325,  , ,  , ,  , ,  , ,  , 
1205.8000, -62.064, 1205.8000, -64.324,  , ,  , ,  , ,  , ,  , 
1206.0000, -62.062, 1206.0000, -64.322,  , ,  , ,  , ,  , ,  , 
1206.2000, -62.061, 1206.2000, -64.319,  , ,  , ,  , ,  , ,  , 
1206.4000, -62.059, 1206.4000, -64.316,  , ,  , ,  , ,  , ,  , 
1206.6000, -62.059, 1206.6000, -64.313,  , ,  , ,  , ,  , ,  , 
1206.8000, -62.058, 1206.8000, -64.312,  , ,  , ,  , ,  , ,  , 
1207.0000, -62.058, 1207.0000, -64.310,  , ,  , ,  , ,  , ,  , 
1207.2000, -62.059, 1207.2000, -64.309,  , ,  , ,  , ,  , ,  , 
1207.4000, -62.059, 1207.4000, -64.308,  , ,  , ,  , ,  , ,  , 
1207.6000, -62.058, 1207.6000, -64.307,  , ,  , ,  , ,  , ,  , 
1207.8000, -62.059, 1207.8000, -64.305,  , ,  , ,  , ,  , ,  , 
1208.0000, -62.059, 1208.0000, -64.304,  , ,  , ,  , ,  , ,  , 
1208.2000, -62.058, 1208.2000, -64.303,  , ,  , ,  , ,  , ,  , 
1208.4000, -62.058, 1208.4000, -64.301,  , ,  , ,  , ,  , ,  , 
1208.6000, -62.058, 1208.6000, -64.299,  , ,  , ,  , ,  , ,  , 
1208.8000, -62.059, 1208.8000, -64.298,  , ,  , ,  , ,  , ,  , 
1209.0000, -62.058, 1209.0000, -64.296,  , ,  , ,  , ,  , ,  , 
1209.2000, -62.056, 1209.2000, -64.294,  , ,  , ,  , ,  , ,  , 
1209.4000, -62.056, 1209.4000, -64.294,  , ,  , ,  , ,  , ,  , 
1209.6000, -62.056, 1209.6000, -64.294,  , ,  , ,  , ,  , ,  , 
1209.8000, -62.057, 1209.8000, -64.291,  , ,  , ,  , ,  , ,  , 
1210.0000, -62.058, 1210.0000, -64.289,  , ,  , ,  , ,  , ,  , 
1210.2000, -62.059, 1210.2000, -64.286,  , ,  , ,  , ,  , ,  , 
1210.4000, -62.060, 1210.4000, -64.284,  , ,  , ,  , ,  , ,  , 
1210.6000, -62.061, 1210.6000, -64.284,  , ,  , ,  , ,  , ,  , 
1210.8000, -62.061, 1210.8000, -64.283,  , ,  , ,  , ,  , ,  , 
1211.0000, -62.062, 1211.0000, -64.281,  , ,  , ,  , ,  , ,  , 
1211.2000, -62.062, 1211.2000, -64.279,  , ,  , ,  , ,  , ,  , 
1211.4000, -62.062, 1211.4000, -64.276,  , ,  , ,  , ,  , ,  , 
1211.6000, -62.061, 1211.6000, -64.273,  , ,  , ,  , ,  , ,  , 
1211.8000, -62.059, 1211.8000, -64.273,  , ,  , ,  , ,  , ,  , 
1212.0000, -62.058, 1212.0000, -64.272,  , ,  , ,  , ,  , ,  , 
1212.2000, -62.056, 1212.2000, -64.272,  , ,  , ,  , ,  , ,  , 
1212.4000, -62.054, 1212.4000, -64.271,  , ,  , ,  , ,  , ,  , 
1212.6000, -62.053, 1212.6000, -64.269,  , ,  , ,  , ,  , ,  , 
1212.8000, -62.051, 1212.8000, -64.267,  , ,  , ,  , ,  , ,  , 
1213.0000, -62.050, 1213.0000, -64.265,  , ,  , ,  , ,  , ,  , 
1213.2000, -62.049, 1213.2000, -64.265,  , ,  , ,  , ,  , ,  , 
1213.4000, -62.049, 1213.4000, -64.262,  , ,  , ,  , ,  , ,  , 
1213.6000, -62.049, 1213.6000, -64.259,  , ,  , ,  , ,  , ,  , 
1213.8000, -62.049, 1213.8000, -64.257,  , ,  , ,  , ,  , ,  , 
1214.0000, -62.049, 1214.0000, -64.254,  , ,  , ,  , ,  , ,  , 
1214.2000, -62.049, 1214.2000, -64.251,  , ,  , ,  , ,  , ,  , 
1214.4000, -62.050, 1214.4000, -64.248,  , ,  , ,  , ,  , ,  , 
1214.6000, -62.051, 1214.6000, -64.247,  , ,  , ,  , ,  , ,  , 
1214.8000, -62.052, 1214.8000, -64.245,  , ,  , ,  , ,  , ,  , 
1215.0000, -62.052, 1215.0000, -64.243,  , ,  , ,  , ,  , ,  , 
1215.2000, -62.052, 1215.2000, -64.242,  , ,  , ,  , ,  , ,  , 
1215.4000, -62.052, 1215.4000, -64.242,  , ,  , ,  , ,  , ,  , 
1215.6000, -62.051, 1215.6000, -64.240,  , ,  , ,  , ,  , ,  , 
1215.8000, -62.052, 1215.8000, -64.239,  , ,  , ,  , ,  , ,  , 
1216.0000, -62.051, 1216.0000, -64.238,  , ,  , ,  , ,  , ,  , 
1216.2000, -62.050, 1216.2000, -64.238,  , ,  , ,  , ,  , ,  , 
1216.4000, -62.049, 1216.4000, -64.236,  , ,  , ,  , ,  , ,  , 
1216.6000, -62.047, 1216.6000, -64.234,  , ,  , ,  , ,  , ,  , 
1216.8000, -62.046, 1216.8000, -64.232,  , ,  , ,  , ,  , ,  , 
1217.0000, -62.046, 1217.0000, -64.230,  , ,  , ,  , ,  , ,  , 
1217.2000, -62.047, 1217.2000, -64.226,  , ,  , ,  , ,  , ,  , 
1217.4000, -62.047, 1217.4000, -64.223,  , ,  , ,  , ,  , ,  , 
1217.6000, -62.048, 1217.6000, -64.220,  , ,  , ,  , ,  , ,  , 
1217.8000, -62.048, 1217.8000, -64.218,  , ,  , ,  , ,  , ,  , 
1218.0000, -62.049, 1218.0000, -64.216,  , ,  , ,  , ,  , ,  , 
1218.2000, -62.049, 1218.2000, -64.215,  , ,  , ,  , ,  , ,  , 
1218.4000, -62.049, 1218.4000, -64.215,  , ,  , ,  , ,  , ,  , 
1218.6000, -62.050, 1218.6000, -64.215,  , ,  , ,  , ,  , ,  , 
1218.8000, -62.050, 1218.8000, -64.215,  , ,  , ,  , ,  , ,  , 
1219.0000, -62.049, 1219.0000, -64.214,  , ,  , ,  , ,  , ,  , 
1219.2000, -62.047, 1219.2000, -64.214,  , ,  , ,  , ,  , ,  , 
1219.4000, -62.045, 1219.4000, -64.212,  , ,  , ,  , ,  , ,  , 
1219.6000, -62.044, 1219.6000, -64.210,  , ,  , ,  , ,  , ,  , 
1219.8000, -62.042, 1219.8000, -64.209,  , ,  , ,  , ,  , ,  , 
1220.0000, -62.040, 1220.0000, -64.208,  , ,  , ,  , ,  , ,  , 
1220.2000, -62.040, 1220.2000, -64.205,  , ,  , ,  , ,  , ,  , 
1220.4000, -62.039, 1220.4000, -64.202,  , ,  , ,  , ,  , ,  , 
1220.6000, -62.039, 1220.6000, -64.200,  , ,  , ,  , ,  , ,  , 
1220.8000, -62.039, 1220.8000, -64.198,  , ,  , ,  , ,  , ,  , 
1221.0000, -62.039, 1221.0000, -64.196,  , ,  , ,  , ,  , ,  , 
1221.2000, -62.040, 1221.2000, -64.195,  , ,  , ,  , ,  , ,  , 
1221.4000, -62.040, 1221.4000, -64.195,  , ,  , ,  , ,  , ,  , 
1221.6000, -62.040, 1221.6000, -64.195,  , ,  , ,  , ,  , ,  , 
1221.8000, -62.041, 1221.8000, -64.195,  , ,  , ,  , ,  , ,  , 
1222.0000, -62.041, 1222.0000, -64.194,  , ,  , ,  , ,  , ,  , 
1222.2000, -62.040, 1222.2000, -64.191,  , ,  , ,  , ,  , ,  , 
1222.4000, -62.039, 1222.4000, -64.188,  , ,  , ,  , ,  , ,  , 
1222.6000, -62.039, 1222.6000, -64.186,  , ,  , ,  , ,  , ,  , 
1222.8000, -62.038, 1222.8000, -64.185,  , ,  , ,  , ,  , ,  , 
1223.0000, -62.037, 1223.0000, -64.183,  , ,  , ,  , ,  , ,  , 
1223.2000, -62.036, 1223.2000, -64.182,  , ,  , ,  , ,  , ,  , 
1223.4000, -62.037, 1223.4000, -64.181,  , ,  , ,  , ,  , ,  , 
1223.6000, -62.038, 1223.6000, -64.179,  , ,  , ,  , ,  , ,  , 
1223.8000, -62.038, 1223.8000, -64.176,  , ,  , ,  , ,  , ,  , 
1224.0000, -62.038, 1224.0000, -64.174,  , ,  , ,  , ,  , ,  , 
1224.2000, -62.040, 1224.2000, -64.173,  , ,  , ,  , ,  , ,  , 
1224.4000, -62.041, 1224.4000, -64.173,  , ,  , ,  , ,  , ,  , 
1224.6000, -62.041, 1224.6000, -64.171,  , ,  , ,  , ,  , ,  , 
1224.8000, -62.040, 1224.8000, -64.170,  , ,  , ,  , ,  , ,  , 
1225.0000, -62.039, 1225.0000, -64.170,  , ,  , ,  , ,  , ,  , 
1225.2000, -62.039, 1225.2000, -64.168,  , ,  , ,  , ,  , ,  , 
1225.4000, -62.038, 1225.4000, -64.165,  , ,  , ,  , ,  , ,  , 
1225.6000, -62.038, 1225.6000, -64.165,  , ,  , ,  , ,  , ,  , 
1225.8000, -62.038, 1225.8000, -64.164,  , ,  , ,  , ,  , ,  , 
1226.0000, -62.038, 1226.0000, -64.164,  , ,  , ,  , ,  , ,  , 
1226.2000, -62.037, 1226.2000, -64.164,  , ,  , ,  , ,  , ,  , 
1226.4000, -62.036, 1226.4000, -64.163,  , ,  , ,  , ,  , ,  , 
1226.6000, -62.036, 1226.6000, -64.162,  , ,  , ,  , ,  , ,  , 
1226.8000, -62.037, 1226.8000, -64.159,  , ,  , ,  , ,  , ,  , 
1227.0000, -62.037, 1227.0000, -64.157,  , ,  , ,  , ,  , ,  , 
1227.2000, -62.037, 1227.2000, -64.157,  , ,  , ,  , ,  , ,  , 
1227.4000, -62.037, 1227.4000, -64.155,  , ,  , ,  , ,  , ,  , 
1227.6000, -62.036, 1227.6000, -64.153,  , ,  , ,  , ,  , ,  , 
1227.8000, -62.036, 1227.8000, -64.152,  , ,  , ,  , ,  , ,  , 
1228.0000, -62.035, 1228.0000, -64.149,  , ,  , ,  , ,  , ,  , 
1228.2000, -62.034, 1228.2000, -64.148,  , ,  , ,  , ,  , ,  , 
1228.4000, -62.033, 1228.4000, -64.147,  , ,  , ,  , ,  , ,  , 
1228.6000, -62.033, 1228.6000, -64.145,  , ,  , ,  , ,  , ,  , 
1228.8000, -62.033, 1228.8000, -64.144,  , ,  , ,  , ,  , ,  , 
1229.0000, -62.035, 1229.0000, -64.142,  , ,  , ,  , ,  , ,  , 
1229.2000, -62.037, 1229.2000, -64.139,  , ,  , ,  , ,  , ,  , 
1229.4000, -62.037, 1229.4000, -64.138,  , ,  , ,  , ,  , ,  , 
1229.6000, -62.036, 1229.6000, -64.137,  , ,  , ,  , ,  , ,  , 
1229.8000, -62.036, 1229.8000, -64.136,  , ,  , ,  , ,  , ,  , 
1230.0000, -62.036, 1230.0000, -64.135,  , ,  , ,  , ,  , ,  , 
1230.2000, -62.036, 1230.2000, -64.133,  , ,  , ,  , ,  , ,  , 
1230.4000, -62.036, 1230.4000, -64.130,  , ,  , ,  , ,  , ,  , 
1230.6000, -62.034, 1230.6000, -64.129,  , ,  , ,  , ,  , ,  , 
1230.8000, -62.032, 1230.8000, -64.128,  , ,  , ,  , ,  , ,  , 
1231.0000, -62.029, 1231.0000, -64.128,  , ,  , ,  , ,  , ,  , 
1231.2000, -62.026, 1231.2000, -64.127,  , ,  , ,  , ,  , ,  , 
1231.4000, -62.026, 1231.4000, -64.125,  , ,  , ,  , ,  , ,  , 
1231.6000, -62.026, 1231.6000, -64.122,  , ,  , ,  , ,  , ,  , 
1231.8000, -62.025, 1231.8000, -64.121,  , ,  , ,  , ,  , ,  , 
1232.0000, -62.025, 1232.0000, -64.120,  , ,  , ,  , ,  , ,  , 
1232.2000, -62.024, 1232.2000, -64.119,  , ,  , ,  , ,  , ,  , 
1232.4000, -62.023, 1232.4000, -64.119,  , ,  , ,  , ,  , ,  , 
1232.6000, -62.023, 1232.6000, -64.118,  , ,  , ,  , ,  , ,  , 
1232.8000, -62.023, 1232.8000, -64.116,  , ,  , ,  , ,  , ,  , 
1233.0000, -62.022, 1233.0000, -64.114,  , ,  , ,  , ,  , ,  , 
1233.2000, -62.021, 1233.2000, -64.112,  , ,  , ,  , ,  , ,  , 
1233.4000, -62.020, 1233.4000, -64.112,  , ,  , ,  , ,  , ,  , 
1233.6000, -62.019, 1233.6000, -64.111,  , ,  , ,  , ,  , ,  , 
1233.8000, -62.018, 1233.8000, -64.110,  , ,  , ,  , ,  , ,  , 
1234.0000, -62.017, 1234.0000, -64.108,  , ,  , ,  , ,  , ,  , 
1234.2000, -62.017, 1234.2000, -64.106,  , ,  , ,  , ,  , ,  , 
1234.4000, -62.017, 1234.4000, -64.105,  , ,  , ,  , ,  , ,  , 
1234.6000, -62.017, 1234.6000, -64.102,  , ,  , ,  , ,  , ,  , 
1234.8000, -62.019, 1234.8000, -64.098,  , ,  , ,  , ,  , ,  , 
1235.0000, -62.020, 1235.0000, -64.096,  , ,  , ,  , ,  , ,  , 
1235.2000, -62.022, 1235.2000, -64.095,  , ,  , ,  , ,  , ,  , 
1235.4000, -62.022, 1235.4000, -64.093,  , ,  , ,  , ,  , ,  , 
1235.6000, -62.022, 1235.6000, -64.090,  , ,  , ,  , ,  , ,  , 
1235.8000, -62.021, 1235.8000, -64.088,  , ,  , ,  , ,  , ,  , 
1236.0000, -62.020, 1236.0000, -64.087,  , ,  , ,  , ,  , ,  , 
1236.2000, -62.019, 1236.2000, -64.085,  , ,  , ,  , ,  , ,  , 
1236.4000, -62.019, 1236.4000, -64.082,  , ,  , ,  , ,  , ,  , 
1236.6000, -62.018, 1236.6000, -64.080,  , ,  , ,  , ,  , ,  , 
1236.8000, -62.016, 1236.8000, -64.080,  , ,  , ,  , ,  , ,  , 
1237.0000, -62.015, 1237.0000, -64.077,  , ,  , ,  , ,  , ,  , 
1237.2000, -62.013, 1237.2000, -64.075,  , ,  , ,  , ,  , ,  , 
1237.4000, -62.012, 1237.4000, -64.074,  , ,  , ,  , ,  , ,  , 
1237.6000, -62.011, 1237.6000, -64.075,  , ,  , ,  , ,  , ,  , 
1237.8000, -62.011, 1237.8000, -64.074,  , ,  , ,  , ,  , ,  , 
1238.0000, -62.010, 1238.0000, -64.071,  , ,  , ,  , ,  , ,  , 
1238.2000, -62.008, 1238.2000, -64.069,  , ,  , ,  , ,  , ,  , 
1238.4000, -62.007, 1238.4000, -64.068,  , ,  , ,  , ,  , ,  , 
1238.6000, -62.005, 1238.6000, -64.067,  , ,  , ,  , ,  , ,  , 
1238.8000, -62.003, 1238.8000, -64.067,  , ,  , ,  , ,  , ,  , 
1239.0000, -62.002, 1239.0000, -64.067,  , ,  , ,  , ,  , ,  , 
1239.2000, -62.000, 1239.2000, -64.066,  , ,  , ,  , ,  , ,  , 
1239.4000, -61.999, 1239.4000, -64.064,  , ,  , ,  , ,  , ,  , 
1239.6000, -61.997, 1239.6000, -64.061,  , ,  , ,  , ,  , ,  , 
1239.8000, -61.996, 1239.8000, -64.059,  , ,  , ,  , ,  , ,  , 
1240.0000, -61.996, 1240.0000, -64.057,  , ,  , ,  , ,  , ,  , 
1240.2000, -61.995, 1240.2000, -64.056,  , ,  , ,  , ,  , ,  , 
1240.4000, -61.995, 1240.4000, -64.054,  , ,  , ,  , ,  , ,  , 
1240.6000, -61.994, 1240.6000, -64.052,  , ,  , ,  , ,  , ,  , 
1240.8000, -61.994, 1240.8000, -64.050,  , ,  , ,  , ,  , ,  , 
1241.0000, -61.993, 1241.0000, -64.049,  , ,  , ,  , ,  , ,  , 
1241.2000, -61.993, 1241.2000, -64.048,  , ,  , ,  , ,  , ,  , 
1241.4000, -61.993, 1241.4000, -64.047,  , ,  , ,  , ,  , ,  , 
1241.6000, -61.994, 1241.6000, -64.047,  , ,  , ,  , ,  , ,  , 
1241.8000, -61.994, 1241.8000, -64.047,  , ,  , ,  , ,  , ,  , 
1242.0000, -61.994, 1242.0000, -64.047,  , ,  , ,  , ,  , ,  , 
1242.2000, -61.995, 1242.2000, -64.046,  , ,  , ,  , ,  , ,  , 
1242.4000, -61.995, 1242.4000, -64.045,  , ,  , ,  , ,  , ,  , 
1242.6000, -61.995, 1242.6000, -64.045,  , ,  , ,  , ,  , ,  , 
1242.8000, -61.996, 1242.8000, -64.045,  , ,  , ,  , ,  , ,  , 
1243.0000, -61.997, 1243.0000, -64.044,  , ,  , ,  , ,  , ,  , 
1243.2000, -61.998, 1243.2000, -64.043,  , ,  , ,  , ,  , ,  , 
1243.4000, -61.998, 1243.4000, -64.042,  , ,  , ,  , ,  , ,  , 
1243.6000, -61.999, 1243.6000, -64.040,  , ,  , ,  , ,  , ,  , 
1243.8000, -61.999, 1243.8000, -64.038,  , ,  , ,  , ,  , ,  , 
1244.0000, -61.998, 1244.0000, -64.037,  , ,  , ,  , ,  , ,  , 
1244.2000, -61.998, 1244.2000, -64.037,  , ,  , ,  , ,  , ,  , 
1244.4000, -61.999, 1244.4000, -64.037,  , ,  , ,  , ,  , ,  , 
1244.6000, -61.999, 1244.6000, -64.035,  , ,  , ,  , ,  , ,  , 
1244.8000, -61.999, 1244.8000, -64.033,  , ,  , ,  , ,  , ,  , 
1245.0000, -61.998, 1245.0000, -64.032,  , ,  , ,  , ,  , ,  , 
1245.2000, -61.998, 1245.2000, -64.030,  , ,  , ,  , ,  , ,  , 
1245.4000, -61.998, 1245.4000, -64.029,  , ,  , ,  , ,  , ,  , 
1245.6000, -61.997, 1245.6000, -64.026,  , ,  , ,  , ,  , ,  , 
